Engine Size,Cylinders,Horsepower,Vehicle Weight,Acceleration,Model Year,Fuel Type,Transmission,Fuel Consumption
1.7,4,164.0,1440.0,6.8,2019,Hybrid,Manual,3.2
1.4,3,104.0,1216.0,8.2,2022,Hybrid,Manual,3.2
3.2,6,259.0,1708.0,3.5,2024,Diesel,Automatic,6.6
2.4,4,180.0,1693.0,6.5,2024,Hybrid,Automatic,3.85
3.5,8,313.0,1971.0,3.5,2017,Hybrid,Automatic,6.82
4.6,8,369.0,2243.0,3.5,2015,Diesel,Automatic,12.25
1.6,4,108.0,1533.0,9.9,2024,Hybrid,Manual,3.2
3.6,6,282.0,1860.0,3.5,2015,Diesel,Automatic,8.52
3.3,6,249.0,1858.0,4.7,2013,Diesel,Manual,6.92
1.6,6,162.0,1556.0,7.2,2014,Diesel,Manual,3.2
3.8,8,290.0,2176.0,4.0,2018,Hybrid,Automatic,7.74
2.2,4,204.0,1597.0,4.6,2014,Petrol,Manual,6.65
3.2,8,293.0,1960.0,3.5,2024,Hybrid,Automatic,6.25
1.4,4,110.0,1390.0,8.1,2016,Hybrid,Automatic,3.2
3.1,8,240.0,1923.0,4.4,2021,Petrol,Automatic,8.88
2.4,4,172.0,1385.0,4.6,2017,Hybrid,Automatic,3.44
4.7,12,411.0,2567.0,3.5,2017,Petrol,Automatic,14.42
1.3,4,124.0,1591.0,8.1,2015,Petrol,Automatic,4.9
2.9,6,257.0,1686.0,3.5,2017,Diesel,Automatic,7.9
3.1,6,258.0,1735.0,3.5,2014,Petrol,Automatic,8.88
4.3,12,400.0,2360.0,3.5,2018,Hybrid,Automatic,9.31
3.6,8,301.0,2145.0,4.8,2018,Hybrid,Automatic,6.63
4.0,6,264.0,2044.0,5.3,2015,Diesel,Automatic,9.18
4.5,8,340.0,2201.0,3.5,2013,Petrol,Automatic,12.07
4.9,8,387.0,2182.0,3.5,2022,Petrol,Manual,11.58
2.4,4,179.0,1573.0,5.3,2018,Diesel,Manual,5.44
3.4,6,269.0,1694.0,3.8,2014,Plug-in Hybrid,Manual,3.93
4.8,8,354.0,2291.0,3.5,2012,Diesel,Manual,11.74
5.5,12,426.0,2785.0,3.5,2013,Petrol,Automatic,15.79
5.0,8,369.0,2160.0,3.5,2021,Diesel,Manual,10.86
2.7,8,251.0,1712.0,3.5,2020,Diesel,Automatic,7.29
1.9,4,139.0,1662.0,8.9,2023,Hybrid,Automatic,3.2
3.2,6,243.0,1773.0,4.7,2019,Petrol,Manual,8.83
4.3,8,314.0,2320.0,5.4,2017,Hybrid,Automatic,8.05
3.2,6,270.0,1828.0,3.5,2017,Diesel,Manual,7.91
3.2,6,242.0,1827.0,3.8,2012,Plug-in Hybrid,Manual,5.46
4.8,8,389.0,2327.0,3.5,2013,Petrol,Manual,11.47
2.6,6,246.0,1632.0,3.5,2015,Diesel,Manual,6.46
4.9,8,364.0,2308.0,3.5,2014,Plug-in Hybrid,Automatic,8.97
2.8,6,206.0,1728.0,5.3,2012,Petrol,Automatic,8.34
2.5,4,144.0,1422.0,5.8,2019,Plug-in Hybrid,Automatic,3.2
3.0,8,232.0,1990.0,6.0,2018,Diesel,Automatic,6.94
4.4,12,359.0,2450.0,4.7,2015,Petrol,Automatic,12.3
1.6,4,164.0,1399.0,6.0,2023,Petrol,Manual,4.28
1.9,4,155.0,1327.0,6.1,2023,Diesel,Manual,3.49
5.3,8,395.0,2555.0,3.5,2020,Petrol,Automatic,14.36
1.8,6,127.0,1699.0,9.1,2022,Diesel,Automatic,3.48
3.6,6,246.0,2034.0,6.0,2015,Petrol,Automatic,9.73
3.6,6,288.0,1881.0,3.5,2012,Diesel,Automatic,8.28
3.2,6,254.0,1638.0,3.5,2021,Petrol,Manual,8.25
3.9,6,284.0,2206.0,4.4,2012,Hybrid,Automatic,8.88
2.0,4,169.0,1483.0,5.8,2012,Plug-in Hybrid,Automatic,3.2
3.5,8,321.0,1950.0,3.5,2012,Plug-in Hybrid,Automatic,6.22
2.7,6,216.0,1806.0,5.3,2015,Diesel,Automatic,6.33
4.0,6,293.0,2130.0,4.4,2012,Petrol,Automatic,11.86
